#{"t_start": 1749140493.2645142, "env_id": "None"}
r,l,t,terminated,truncated,episode_count
-134.36793,356,182.952228,True,False,552
-274.228307,89,183.016661,True,False,553
-102.648195,378,183.285484,True,False,554
-318.291389,134,184.319586,True,False,555
-275.327237,222,184.481322,True,False,556
-380.704932,157,184.603583,True,False,557
60.18017,395,184.910224,True,False,558
-271.290463,247,185.088393,True,False,559
-275.422928,110,185.166241,True,False,560
-308.902506,135,185.28326,True,False,561
-256.047126,246,185.473887,True,False,562
-319.097969,209,185.622045,True,False,563
-311.322954,131,185.714337,True,False,564
-37.290231,358,186.867071,True,False,565
-290.513039,260,187.051214,True,False,566
-284.110972,254,187.232118,True,False,567
-124.759435,384,187.503478,True,False,568
-362.21618,191,187.640019,True,False,569
-329.414474,167,187.758271,True,False,570
-234.390751,290,187.964886,True,False,571
-300.606451,280,188.164863,True,False,572
-195.824064,356,189.373367,True,False,573
-359.874271,145,189.478618,True,False,574
-286.708601,253,189.659709,True,False,575
-133.491034,310,189.879927,True,False,576
-319.682689,211,190.034863,True,False,577
-340.40066,217,190.192038,True,False,578
113.77242,445,190.513285,True,False,579
-309.727713,147,190.619543,True,False,580
-178.678727,289,191.7149,True,False,581
-281.445568,272,191.906556,True,False,582
-889.39909,237,192.076575,True,False,583
-269.038402,226,192.23639,True,False,584
-365.135873,175,192.369329,True,False,585
-280.927052,247,192.543927,True,False,586
16.131337,383,192.821126,True,False,587
-348.275008,181,192.948695,True,False,588
-208.480594,248,194.095946,True,False,589
-507.688819,209,194.245026,True,False,590
-346.822888,181,194.373282,True,False,591
-273.876505,214,194.525316,True,False,592
-352.767163,239,194.70001,True,False,593
-333.424211,121,194.786025,True,False,594
143.715234,406,195.079034,True,False,595
-226.58893,81,195.136935,True,False,596
26.085154,369,195.41959,True,False,597
111.551051,400,196.60429,True,False,598
-400.759957,160,196.718871,True,False,599
-291.625514,216,197.504122,True,False,600
-286.945603,152,197.633933,True,False,601
-85.589444,335,197.871526,True,False,602
-158.881789,281,198.070642,True,False,603
-213.246464,230,198.2299,True,False,604
-285.018344,104,198.304767,True,False,605
40.311752,374,199.52876,True,False,606
-244.587732,272,199.723326,True,False,607
-67.700956,368,199.994828,True,False,608
-303.88913,128,200.115859,True,False,609
-343.23689,181,200.244973,True,False,610
-292.884392,228,200.428059,True,False,611
-63.526572,355,200.682299,True,False,612
-336.031962,102,200.755391,True,False,613
-100.911538,317,201.904222,True,False,614
-209.529066,281,202.104005,True,False,615
-348.133441,260,202.290481,True,False,616
-243.796411,255,202.476788,True,False,617
-211.274486,280,202.678993,True,False,618
-284.814443,201,202.82601,True,False,619
-94.675182,341,203.071366,True,False,620
-426.031504,229,203.237388,True,False,621
146.629599,426,204.501002,True,False,622
-226.289285,278,204.695144,True,False,623
-101.464583,339,204.938136,True,False,624
-293.703219,195,205.081102,True,False,625
-339.548746,118,205.167999,True,False,626
